,Document_ID,Token_ID,Token_Name,Count_for_Doc,TF_IDF_for_Doc,Token_Freq_per_Docs,IDF_for_Token
54371,5,4371,hiv,1,0.002654609,0.00058072,1.336472237
54372,5,4372,hj,1,0.002292467,0.00058072,1.15415068
54374,5,4374,hl,1,0.002654609,0.00058072,1.336472237
54375,5,4375,hm,1,0.002654609,0.00058072,1.336472237
54384,5,4384,hoc,2,0.006195669,0.00116144,1.559615788
54385,5,4385,hoc analysis,1,0.003097834,0.00058072,1.559615788
54391,5,4391,home,1,0.002292467,0.00058072,1.15415068
54400,5,4400,hope,2,0.006195669,0.00116144,1.559615788
54405,5,4405,hormone,1,0.002292467,0.00058072,1.15415068
54416,5,4416,hot,1,0.002654609,0.00058072,1.336472237
54451,5,4451,hsu,2,0.006195669,0.00116144,1.559615788
54459,5,4459,http doi,8,0.029354013,0.004645761,1.84729786
54463,5,4463,huang,2,0.005309217,0.00116144,1.336472237
54465,5,4465,hughes,2,0.006195669,0.00116144,1.559615788
54475,5,4475,hydroxyvitamin,1,0.003097834,0.00058072,1.559615788
54476,5,4476,hyper,3,0.007963826,0.00174216,1.336472237
54477,5,4477,hyperbaric,8,0.035796952,0.004645761,2.252762968
54478,5,4478,hyperbaric oxygen,8,0.035796952,0.004645761,2.252762968
54492,5,4492,hyperglycemia,4,0.014677006,0.00232288,1.84729786
54504,5,4504,hyperten,3,0.011007755,0.00174216,1.84729786
54507,5,4507,hypertension dyslipidemia,1,0.002654609,0.00058072,1.336472237
54525,5,4525,hypoglycemia,6,0.022015509,0.003484321,1.84729786
54527,5,4527,hypotension,8,0.029354013,0.004645761,1.84729786
54529,5,4529,hypothyroidism,1,0.003097834,0.00058072,1.559615788
54535,5,4535,ic,1,0.002292467,0.00058072,1.15415068
54539,5,4539,ication,1,0.003669252,0.00058072,1.84729786
54540,5,4540,ication use,1,0.003669252,0.00058072,1.84729786
54541,5,4541,ications,1,0.003669252,0.00058072,1.84729786
54553,5,4553,ideally,1,0.002654609,0.00058072,1.336472237
54567,5,4567,ih,5,0.022373095,0.0029036,2.252762968
54575,5,4575,iii,1,0.002292467,0.00058072,1.15415068
54586,5,4586,ill,1,0.003097834,0.00058072,1.559615788
54587,5,4587,illness,1,0.003097834,0.00058072,1.559615788
54588,5,4588,image,1,0.003669252,0.00058072,1.84729786
54589,5,4589,imaging,2,0.005309217,0.00116144,1.336472237
54594,5,4594,imaging revascularization,1,0.003669252,0.00058072,1.84729786
54599,5,4599,impaired,2,0.005309217,0.00116144,1.336472237
54601,5,4601,impairment,2,0.006195669,0.00116144,1.559615788
54603,5,4603,implementation,2,0.005309217,0.00116144,1.336472237
54604,5,4604,implemented,1,0.003097834,0.00058072,1.559615788
54609,5,4609,important patient,1,0.003669252,0.00058072,1.84729786
54618,5,4618,improve patient,2,0.006195669,0.00116144,1.559615788
54619,5,4619,improve quality,3,0.006877401,0.00174216,1.15415068
54623,5,4623,improvement,1,0.002292467,0.00058072,1.15415068
54630,5,4630,improves,3,0.006877401,0.00174216,1.15415068
54636,5,4636,inadequate,1,0.002654609,0.00058072,1.336472237
54650,5,4650,incident,2,0.004584934,0.00116144,1.15415068
54672,5,4672,included participant,1,0.002654609,0.00058072,1.336472237
54691,5,4691,inconclusive,2,0.007338503,0.00116144,1.84729786
54692,5,4692,inconsistent,1,0.002654609,0.00058072,1.336472237
54694,5,4694,incontinence,4,0.017898476,0.00232288,2.252762968
54696,5,4696,incorporating,1,0.002654609,0.00058072,1.336472237
54705,5,4705,increase risk,2,0.005309217,0.00116144,1.336472237
54708,5,4708,increased mortality,1,0.003097834,0.00058072,1.559615788
54711,5,4711,increased risk,4,0.009169868,0.00232288,1.15415068
54719,5,4719,independent,2,0.004584934,0.00116144,1.15415068
54722,5,4722,independently,1,0.002292467,0.00058072,1.15415068
54734,5,4734,indi,2,0.007338503,0.00116144,1.84729786
54735,5,4735,indi viduals,1,0.003669252,0.00058072,1.84729786
54736,5,4736,indian,1,0.002654609,0.00058072,1.336472237
54738,5,4738,indicated,10,0.026546086,0.005807201,1.336472237
54739,5,4739,indicated patient,1,0.003669252,0.00058072,1.84729786
54740,5,4740,indicates,2,0.004584934,0.00116144,1.15415068
54742,5,4742,indication,4,0.009169868,0.00232288,1.15415068
54746,5,4746,individ,2,0.007338503,0.00116144,1.84729786
54751,5,4751,individual diabetes,1,0.003097834,0.00058072,1.559615788
54763,5,4763,individual participant,1,0.002654609,0.00058072,1.336472237
54764,5,4764,individual patient,2,0.004584934,0.00116144,1.15415068
54772,5,4772,individualized,1,0.003097834,0.00058072,1.559615788
54774,5,4774,induced,3,0.006877401,0.00174216,1.15415068
54788,5,4788,infection,9,0.023891478,0.005226481,1.336472237
54789,5,4789,infectious,2,0.006195669,0.00116144,1.559615788
54790,5,4790,infectious disease,2,0.007338503,0.00116144,1.84729786
54791,5,4791,inflammation,2,0.004584934,0.00116144,1.15415068
54804,5,4804,ing,13,0.040271846,0.007549361,1.559615788
54805,5,4805,inherited,1,0.003097834,0.00058072,1.559615788
54807,5,4807,inhibition,5,0.011462334,0.0029036,1.15415068
54808,5,4808,inhibitor,45,0.10316101,0.026132404,1.15415068
54809,5,4809,inhibitor arb,19,0.06971578,0.011033682,1.84729786
54811,5,4811,initial,6,0.013754801,0.003484321,1.15415068
54812,5,4812,initial dilated,4,0.017898476,0.00232288,2.252762968
54816,5,4816,initially,1,0.002292467,0.00058072,1.15415068
54819,5,4819,initiated,1,0.003097834,0.00058072,1.559615788
54820,5,4820,initiating,1,0.002654609,0.00058072,1.336472237
54824,5,4824,inopathy,4,0.017898476,0.00232288,2.252762968
54829,5,4829,inspection,4,0.014677006,0.00232288,1.84729786
54831,5,4831,instead,1,0.002292467,0.00058072,1.15415068
54832,5,4832,institute health,1,0.002292467,0.00058072,1.15415068
54833,5,4833,institution,1,0.003669252,0.00058072,1.84729786
54840,5,4840,insufficiency,3,0.009293503,0.00174216,1.559615788
54843,5,4843,insulin,9,0.020632202,0.005226481,1.15415068
54846,5,4846,int,7,0.016047268,0.004065041,1.15415068
54847,5,4847,int cardiol,1,0.002292467,0.00058072,1.15415068
54853,5,4853,intake,10,0.030978343,0.005807201,1.559615788
54862,5,4862,intended,1,0.002292467,0.00058072,1.15415068
54872,5,4872,intensive blood,6,0.018587006,0.003484321,1.559615788
54873,5,4873,intensive glycemic,5,0.018346258,0.0029036,1.84729786
54912,5,4912,intervention complication,8,0.035796952,0.004645761,2.252762968
54921,5,4921,intestinal,1,0.002654609,0.00058072,1.336472237
54937,5,4937,invited,1,0.002292467,0.00058072,1.15415068
54939,5,4939,involve,1,0.003097834,0.00058072,1.559615788
54940,5,4940,involved,4,0.009169868,0.00232288,1.15415068
54941,5,4941,involvement,2,0.004584934,0.00116144,1.15415068
54945,5,4945,io,2,0.006195669,0.00116144,1.559615788
54981,5,4981,ity,4,0.014677006,0.00232288,1.84729786
54987,5,4987,ized,4,0.014677006,0.00232288,1.84729786
54989,5,4989,jacc,1,0.002654609,0.00058072,1.336472237
54998,5,4998,jama intern,2,0.005309217,0.00116144,1.336472237
55000,5,5000,james,1,0.002654609,0.00058072,1.336472237
55005,5,5005,january,9,0.020632202,0.005226481,1.15415068
55012,5,5012,jb,1,0.002292467,0.00058072,1.15415068
55013,5,5013,jb et,1,0.002654609,0.00058072,1.336472237
55014,5,5014,jc,3,0.006877401,0.00174216,1.15415068
55015,5,5015,jc et,1,0.002654609,0.00058072,1.336472237
55019,5,5019,je,1,0.002292467,0.00058072,1.15415068
55021,5,5021,jensen,1,0.002654609,0.00058072,1.336472237
55022,5,5022,jg,2,0.004584934,0.00116144,1.15415068
55024,5,5024,jh et,1,0.002654609,0.00058072,1.336472237
55026,5,5026,jj,2,0.004584934,0.00116144,1.15415068
55030,5,5030,jl et,1,0.002292467,0.00058072,1.15415068
55032,5,5032,jm et,2,0.005309217,0.00116144,1.336472237
55039,5,5039,johnson,1,0.002654609,0.00058072,1.336472237
55044,5,5044,jones et,1,0.002654609,0.00058072,1.336472237
55059,5,5059,jp et,1,0.002292467,0.00058072,1.15415068
55068,5,5068,jr et,1,0.002654609,0.00058072,1.336472237
55076,5,5076,june,1,0.002292467,0.00058072,1.15415068
55105,5,5105,kdigo,4,0.017898476,0.00232288,2.252762968
55120,5,5120,kg,4,0.009169868,0.00232288,1.15415068
55121,5,5121,kg day,2,0.007338503,0.00116144,1.84729786
55125,5,5125,kidney,115,0.263633693,0.066782811,1.15415068
55126,5,5126,kidney damage,4,0.017898476,0.00232288,2.252762968
55127,5,5127,kidney dis,9,0.040271571,0.005226481,2.252762968
55128,5,5128,kidney disease,69,0.183167996,0.040069686,1.336472237
55129,5,5129,kidney function,4,0.010618435,0.00232288,1.336472237
55130,5,5130,kidney injury,9,0.040271571,0.005226481,2.252762968
55131,5,5131,kidney int,4,0.014677006,0.00232288,1.84729786
55135,5,5135,kingdom,1,0.002292467,0.00058072,1.15415068
55140,5,5140,kj,1,0.002292467,0.00058072,1.15415068
55143,5,5143,kk,1,0.002654609,0.00058072,1.336472237
55145,5,5145,klein,2,0.007338503,0.00116144,1.84729786
55152,5,5152,knowledge,1,0.002292467,0.00058072,1.15415068
55166,5,5166,kp,1,0.002654609,0.00058072,1.336472237
55202,5,5202,kr,1,0.002654609,0.00058072,1.336472237
55204,5,5204,kt,1,0.002654609,0.00058072,1.336472237
55214,5,5214,label,2,0.004584934,0.00116144,1.15415068
55215,5,5215,laboratory,6,0.015927652,0.003484321,1.336472237
55218,5,5218,lancet diabetes,2,0.007338503,0.00116144,1.84729786
55222,5,5222,lar,1,0.003669252,0.00058072,1.84729786
55225,5,5225,large fiber,4,0.017898476,0.00232288,2.252762968
55228,5,5228,large number,1,0.002654609,0.00058072,1.336472237
55230,5,5230,large prospective,1,0.002654609,0.00058072,1.336472237
55238,5,5238,laser,14,0.062644666,0.008130081,2.252762968
55239,5,5239,laser photocoagulation,5,0.022373095,0.0029036,2.252762968
55248,5,5248,lation,1,0.003669252,0.00058072,1.84729786
55276,5,5276,leader,6,0.013754801,0.003484321,1.15415068
55277,5,5277,leading cause,1,0.002292467,0.00058072,1.15415068
55278,5,5278,leaf,1,0.003097834,0.00058072,1.559615788
55287,5,5287,left,1,0.002292467,0.00058072,1.15415068
55289,5,5289,left ventricular,1,0.002292467,0.00058072,1.15415068
55300,5,5300,leonard,1,0.003669252,0.00058072,1.84729786
55301,5,5301,lesion,1,0.002292467,0.00058072,1.15415068
55305,5,5305,level data,1,0.002654609,0.00058072,1.336472237
55306,5,5306,level evidence,1,0.002654609,0.00058072,1.336472237
55309,5,5309,level mg,2,0.006195669,0.00116144,1.559615788
55315,5,5315,levey,3,0.011007755,0.00174216,1.84729786
55316,5,5316,levine,1,0.002292467,0.00058072,1.15415068
55318,5,5318,lewis,4,0.010618435,0.00232288,1.336472237
55319,5,5319,lf,1,0.002654609,0.00058072,1.336472237
55320,5,5320,lg,2,0.005309217,0.00116144,1.336472237
55325,5,5325,li,2,0.004584934,0.00116144,1.15415068
55327,5,5327,library,1,0.002292467,0.00058072,1.15415068
55328,5,5328,license,1,0.003097834,0.00058072,1.559615788
55331,5,5331,life patient,1,0.003097834,0.00058072,1.559615788
55333,5,5333,lifelong,1,0.002654609,0.00058072,1.336472237
55334,5,5334,lifestyle,1,0.002292467,0.00058072,1.15415068
55343,5,5343,like,3,0.007963826,0.00174216,1.336472237
55344,5,5344,like peptide,2,0.007338503,0.00116144,1.84729786
55352,5,5352,limb,2,0.005309217,0.00116144,1.336472237
55372,5,5372,line,5,0.013273043,0.0029036,1.336472237
55389,5,5389,lipid lowering,1,0.002292467,0.00058072,1.15415068
55408,5,5408,liraglutide,6,0.022015509,0.003484321,1.84729786
55415,5,5415,liu,1,0.002292467,0.00058072,1.15415068
55421,5,5421,living,1,0.002292467,0.00058072,1.15415068
55429,5,5429,lm,1,0.002292467,0.00058072,1.15415068
55434,5,5434,local,1,0.003097834,0.00058072,1.559615788
55435,5,5435,located,1,0.003097834,0.00058072,1.559615788
55452,5,5452,lops,10,0.04474619,0.005807201,2.252762968
55453,5,5453,losartan,3,0.011007755,0.00174216,1.84729786
55464,5,5464,low fat,1,0.003097834,0.00058072,1.559615788
55477,5,5477,lower dos,1,0.003097834,0.00058072,1.559615788
55478,5,5478,lower extremity,3,0.007963826,0.00174216,1.336472237
55480,5,5480,lower limb,1,0.003669252,0.00058072,1.84729786
55482,5,5482,lower risk,1,0.002292467,0.00058072,1.15415068
55485,5,5485,lowering,17,0.038971937,0.009872242,1.15415068
55487,5,5487,lowering medication,5,0.015489172,0.0029036,1.559615788
55488,5,5488,lowering therapy,1,0.002654609,0.00058072,1.336472237
55493,5,5493,lp,2,0.004584934,0.00116144,1.15415068
55495,5,5495,lr,1,0.003097834,0.00058072,1.559615788
55496,5,5496,lu,1,0.003097834,0.00058072,1.559615788
55512,5,5512,ma et,1,0.002654609,0.00058072,1.336472237
55519,5,5519,macrovascular,1,0.003669252,0.00058072,1.84729786
55520,5,5520,macular,12,0.044031019,0.006968641,1.84729786
55522,5,5522,macular edema,11,0.049220809,0.006387921,2.252762968
55532,5,5532,mahaffey,4,0.014677006,0.00232288,1.84729786
55533,5,5533,mahaffey kw,4,0.014677006,0.00232288,1.84729786
55535,5,5535,maintain,1,0.003097834,0.00058072,1.559615788
55551,5,5551,making,1,0.002292467,0.00058072,1.15415068
55557,5,5557,malhotra,1,0.003097834,0.00058072,1.559615788
55562,5,5562,man,1,0.002654609,0.00058072,1.336472237
55564,5,5564,manage,6,0.018587006,0.003484321,1.559615788
55565,5,5565,manage ment,4,0.014677006,0.00232288,1.84729786
55566,5,5566,managed,1,0.002292467,0.00058072,1.15415068
55567,5,5567,management diabetic,4,0.017898476,0.00232288,2.252762968
55569,5,5569,management high,1,0.003097834,0.00058072,1.559615788
55570,5,5570,management patient,1,0.003097834,0.00058072,1.559615788
55572,5,5572,manifest,2,0.007338503,0.00116144,1.84729786
55573,5,5573,manifestation,4,0.014677006,0.00232288,1.84729786
55575,5,5575,mann,2,0.005309217,0.00116144,1.336472237
55592,5,5592,marcus,1,0.002654609,0.00058072,1.336472237
55598,5,5598,mark,1,0.002654609,0.00058072,1.336472237
55599,5,5599,marked,2,0.004584934,0.00116144,1.15415068
55608,5,5608,marso sp,2,0.007338503,0.00116144,1.84729786
55609,5,5609,martin,2,0.004584934,0.00116144,1.15415068
55611,5,5611,martinez,1,0.002654609,0.00058072,1.336472237
55618,5,5618,matched,1,0.002654609,0.00058072,1.336472237
55620,5,5620,material,1,0.002292467,0.00058072,1.15415068
55629,5,5629,mb,1,0.002292467,0.00058072,1.15415068
55639,5,5639,md et,1,0.003097834,0.00058072,1.559615788
55641,5,5641,md national,2,0.006195669,0.00116144,1.559615788
55647,5,5647,meal,1,0.003097834,0.00058072,1.559615788
55664,5,5664,measure,7,0.016047268,0.004065041,1.15415068
55667,5,5667,measure cardiovascular,1,0.003097834,0.00058072,1.559615788
55676,5,5676,measuring,1,0.002654609,0.00058072,1.336472237
55678,5,5678,mechanism action,1,0.003669252,0.00058072,1.84729786
55684,5,5684,med opin,1,0.003669252,0.00058072,1.84729786
55692,5,5692,mediated,1,0.003669252,0.00058072,1.84729786
55693,5,5693,medical care,4,0.012391337,0.00232288,1.559615788
55700,5,5700,medicare,1,0.002292467,0.00058072,1.15415068
55725,5,5725,mellitus engl,2,0.007338503,0.00116144,1.84729786
55740,5,5740,ment,15,0.03981913,0.008710801,1.336472237
55746,5,5746,ments,2,0.007338503,0.00116144,1.84729786
55774,5,5774,metab,3,0.009293503,0.00174216,1.559615788
55777,5,5777,metab syndr,1,0.003097834,0.00058072,1.559615788
55778,5,5778,metabolic,3,0.006877401,0.00174216,1.15415068
55784,5,5784,metformin,8,0.024782674,0.004645761,1.559615788
55791,5,5791,methodological,1,0.002292467,0.00058072,1.15415068
55793,5,5793,methodology,1,0.002292467,0.00058072,1.15415068
55794,5,5794,metoprolol,1,0.003097834,0.00058072,1.559615788
55799,5,5799,mf,1,0.002292467,0.00058072,1.15415068
55800,5,5800,mg cr,10,0.04474619,0.005807201,2.252762968
55801,5,5801,mg creatinine,6,0.022015509,0.003484321,1.84729786
55803,5,5803,mg day,4,0.010618435,0.00232288,1.336472237
55810,5,5810,mh,2,0.004584934,0.00116144,1.15415068
55811,5,5811,mh et,1,0.003097834,0.00058072,1.559615788
55825,5,5825,microvascular,24,0.074348023,0.013937282,1.559615788
55826,5,5826,microvascular complication,20,0.073385031,0.011614402,1.84729786
55835,5,5835,mild,2,0.004584934,0.00116144,1.15415068
55839,5,5839,miller,1,0.002292467,0.00058072,1.15415068
55845,5,5845,min,33,0.087602085,0.019163763,1.336472237
55852,5,5852,minimize,1,0.002654609,0.00058072,1.336472237
55859,5,5859,minor,2,0.004584934,0.00116144,1.15415068
55860,5,5860,minuria,8,0.035796952,0.004645761,2.252762968
55876,5,5876,mj et,1,0.002292467,0.00058072,1.15415068
55879,5,5879,ml min,27,0.083641526,0.015679443,1.559615788
55880,5,5880,mm et,1,0.003097834,0.00058072,1.559615788
55882,5,5882,mmhg,12,0.044031019,0.006968641,1.84729786
55893,5,5893,modality,1,0.002292467,0.00058072,1.15415068
55929,5,5929,model type,1,0.003669252,0.00058072,1.84729786
55937,5,5937,modeling,1,0.002654609,0.00058072,1.336472237
55952,5,5952,modest,2,0.004584934,0.00116144,1.15415068
55954,5,5954,modestly,2,0.006195669,0.00116144,1.559615788
55964,5,5964,modify,1,0.002654609,0.00058072,1.336472237
55971,5,5971,molecular,1,0.002654609,0.00058072,1.336472237
55978,5,5978,monitor,2,0.007338503,0.00116144,1.84729786
55979,5,5979,monitored,3,0.007963826,0.00174216,1.336472237
55981,5,5981,monofilament,5,0.022373095,0.0029036,2.252762968
55983,5,5983,monotherapy,3,0.009293503,0.00174216,1.559615788
55990,5,5990,monthly,1,0.003097834,0.00058072,1.559615788
55993,5,5993,moore,1,0.002654609,0.00058072,1.336472237
55999,5,5999,morbidity mortality,1,0.002292467,0.00058072,1.15415068
56032,5,6032,mortality patient,1,0.002292467,0.00058072,1.15415068
56036,5,6036,mortality risk,1,0.002654609,0.00058072,1.336472237
56042,5,6042,mortality type,2,0.006195669,0.00116144,1.559615788
56047,5,6047,motivation,1,0.003097834,0.00058072,1.559615788
56051,5,6051,mouse,1,0.002654609,0.00058072,1.336472237
56052,5,6052,movement,1,0.002654609,0.00058072,1.336472237
56055,5,6055,mp,2,0.004584934,0.00116144,1.15415068
56057,5,6057,mr,1,0.002292467,0.00058072,1.15415068
56069,5,6069,multidisciplinary,1,0.003097834,0.00058072,1.559615788
56085,5,6085,murray,1,0.002292467,0.00058072,1.15415068
56129,5,6129,nat,2,0.005309217,0.00116144,1.336472237
56130,5,6130,nat rev,2,0.006195669,0.00116144,1.559615788
56131,5,6131,nation,2,0.004584934,0.00116144,1.15415068
56137,5,6137,national institute,2,0.004584934,0.00116144,1.15415068
56138,5,6138,national kidney,4,0.017898476,0.00232288,2.252762968
56146,5,6146,natural,1,0.002654609,0.00058072,1.336472237
56147,5,6147,natural history,1,0.003097834,0.00058072,1.559615788
56148,5,6148,nature,1,0.002292467,0.00058072,1.15415068
56163,5,6163,ne,2,0.005309217,0.00116144,1.336472237
56164,5,6164,neal,7,0.025684761,0.004065041,1.84729786
56165,5,6165,neal et,4,0.017898476,0.00232288,2.252762968
56166,5,6166,near,5,0.011462334,0.0029036,1.15415068
56170,5,6170,necessary,2,0.005309217,0.00116144,1.336472237
56171,5,6171,negative,1,0.002292467,0.00058072,1.15415068
56179,5,6179,nephrol,13,0.040271846,0.007549361,1.559615788
56180,5,6180,nephrology,4,0.017898476,0.00232288,2.252762968
56181,5,6181,nephropathy,15,0.067119285,0.008710801,2.252762968
56182,5,6182,nephropathy engl,5,0.022373095,0.0029036,2.252762968
56183,5,6183,nervous,2,0.007338503,0.00116144,1.84729786
56192,5,6192,network,4,0.009169868,0.00232288,1.15415068
56193,5,6193,neu,10,0.04474619,0.005807201,2.252762968
56194,5,6194,neu ropathy,7,0.031322333,0.004065041,2.252762968
56195,5,6195,neurol,3,0.009293503,0.00174216,1.559615788
56196,5,6196,neurology,6,0.015927652,0.003484321,1.336472237
56197,5,6197,neuropathic,15,0.067119285,0.008710801,2.252762968
56198,5,6198,neuropathic pain,13,0.058170047,0.007549361,2.252762968
56199,5,6199,neuropathy,45,0.165116321,0.026132404,1.84729786
56212,5,6212,nguyen,2,0.006195669,0.00116144,1.559615788
56236,5,6236,nih,1,0.002654609,0.00058072,1.336472237
56239,5,6239,ning,1,0.002292467,0.00058072,1.15415068
56248,5,6248,nm,2,0.005309217,0.00116144,1.336472237
56251,5,6251,non diabetic,1,0.003097834,0.00058072,1.559615788
56270,5,6270,nonfatal,2,0.004584934,0.00116144,1.15415068
56281,5,6281,nonfatal stroke,1,0.002654609,0.00058072,1.336472237
56291,5,6291,nonsteroidal,1,0.003669252,0.00058072,1.84729786
56295,5,6295,nopathy,5,0.022373095,0.0029036,2.252762968
56298,5,6298,nordisk,1,0.003669252,0.00058072,1.84729786
56306,5,6306,normotensive,1,0.002654609,0.00058072,1.336472237
56317,5,6317,notion,1,0.003097834,0.00058072,1.559615788
56324,5,6324,novo,1,0.002654609,0.00058072,1.336472237
56325,5,6325,novo nordisk,1,0.003669252,0.00058072,1.84729786
56408,5,6408,number people,1,0.003669252,0.00058072,1.84729786
56410,5,6410,numerous,1,0.002654609,0.00058072,1.336472237
56422,5,6422,nutrition,1,0.002292467,0.00058072,1.15415068
56427,5,6427,nutritional,2,0.006195669,0.00116144,1.559615788
56433,5,6433,obes,1,0.003097834,0.00058072,1.559615788
56452,5,6452,observed,2,0.004584934,0.00116144,1.15415068
56460,5,6460,obtain,1,0.002292467,0.00058072,1.15415068
56470,5,6470,occur,5,0.011462334,0.0029036,1.15415068
56474,5,6474,occurs,2,0.004584934,0.00116144,1.15415068
56482,5,6482,office,1,0.002654609,0.00058072,1.336472237
56492,5,6492,ogy,3,0.011007755,0.00174216,1.84729786
56493,5,6493,oh,2,0.004584934,0.00116144,1.15415068
56500,5,6500,older adult,1,0.002292467,0.00058072,1.15415068
56504,5,6504,older people,1,0.002654609,0.00058072,1.336472237
56519,5,6519,ongoing,3,0.006877401,0.00174216,1.15415068
56523,5,6523,onset,6,0.013754801,0.003484321,1.15415068
56527,5,6527,ophthalmol,5,0.015489172,0.0029036,1.559615788
56528,5,6528,ophthalmology,3,0.011007755,0.00174216,1.84729786
56530,5,6530,opinion,1,0.002292467,0.00058072,1.15415068
56534,5,6534,optimal,5,0.013273043,0.0029036,1.336472237
56536,5,6536,optimal treatment,1,0.003669252,0.00058072,1.84729786
56537,5,6537,optimize,5,0.018346258,0.0029036,1.84729786
56539,5,6539,option,3,0.006877401,0.00174216,1.15415068
56540,5,6540,oral,1,0.002654609,0.00058072,1.336472237
56541,5,6541,orange,2,0.006195669,0.00116144,1.559615788
56544,5,6544,org dc,8,0.029354013,0.004645761,1.84729786
56548,5,6548,org microvascular,8,0.035796952,0.004645761,2.252762968
56552,5,6552,organ,1,0.002654609,0.00058072,1.336472237
56553,5,6553,organic,1,0.003669252,0.00058072,1.84729786
56561,5,6561,orthostatic,8,0.035796952,0.004645761,2.252762968
56562,5,6562,orthostatic hypotension,7,0.031322333,0.004065041,2.252762968
56575,5,6575,outcome cause,1,0.003097834,0.00058072,1.559615788
56577,5,6577,outcome compared,1,0.002654609,0.00058072,1.336472237
56583,5,6583,outcome diabetes,1,0.003669252,0.00058072,1.84729786
56585,5,6585,outcome event,1,0.003097834,0.00058072,1.559615788
56595,5,6595,outcome mortality,1,0.003097834,0.00058072,1.559615788
56598,5,6598,outcome patient,6,0.015927652,0.003484321,1.336472237
56601,5,6601,outcome reported,1,0.003097834,0.00058072,1.559615788
56611,5,6611,outcome trial,5,0.015489172,0.0029036,1.559615788
56612,5,6612,outcome type,3,0.009293503,0.00174216,1.559615788
56616,5,6616,outside,1,0.002292467,0.00058072,1.15415068
56641,5,6641,overweight,1,0.002292467,0.00058072,1.15415068
56656,5,6656,oxygen,10,0.030978343,0.005807201,1.559615788
56657,5,6657,oxygen therapy,7,0.031322333,0.004065041,2.252762968
56658,5,6658,pa,12,0.027509603,0.006968641,1.15415068
56660,5,6660,pa tients,6,0.022015509,0.003484321,1.84729786
56663,5,6663,pad,7,0.01858226,0.004065041,1.336472237
56672,5,6672,pain,33,0.075651408,0.019163763,1.15415068
56673,5,6673,painful,10,0.04474619,0.005807201,2.252762968
56674,5,6674,painful diabetic,7,0.031322333,0.004065041,2.252762968
56686,5,6686,panretinal,8,0.035796952,0.004645761,2.252762968
56687,5,6687,panretinal laser,5,0.022373095,0.0029036,2.252762968
56691,5,6691,par,1,0.003669252,0.00058072,1.84729786
56697,5,6697,parallel,1,0.002292467,0.00058072,1.15415068
56698,5,6698,parameter,1,0.002292467,0.00058072,1.15415068
56707,5,6707,partici,1,0.003669252,0.00058072,1.84729786
56713,5,6713,participant data,2,0.005309217,0.00116144,1.336472237
56728,5,6728,particle,2,0.006195669,0.00116144,1.559615788
56729,5,6729,particle size,2,0.007338503,0.00116144,1.84729786
56731,5,6731,particularly,5,0.011462334,0.0029036,1.15415068
56742,5,6742,patel,2,0.004584934,0.00116144,1.15415068
56744,5,6744,pathology,1,0.003097834,0.00058072,1.559615788
56747,5,6747,pathway,4,0.009169868,0.00232288,1.15415068
56752,5,6752,patient chronic,4,0.010618435,0.00232288,1.336472237
56753,5,6753,patient ckd,2,0.007338503,0.00116144,1.84729786
56758,5,6758,patient di,4,0.017898476,0.00232288,2.252762968
56759,5,6759,patient diabetes,12,0.031855304,0.006968641,1.336472237
56760,5,6760,patient diabetic,12,0.037174012,0.006968641,1.559615788
56762,5,6762,patient egfr,5,0.018346258,0.0029036,1.84729786
56769,5,6769,patient high,4,0.009169868,0.00232288,1.15415068
56770,5,6770,patient history,1,0.003097834,0.00058072,1.559615788
56772,5,6772,patient hypertension,1,0.003097834,0.00058072,1.559615788
56775,5,6775,patient known,1,0.003097834,0.00058072,1.559615788
56776,5,6776,patient level,2,0.007338503,0.00116144,1.84729786
56780,5,6780,patient non,1,0.002654609,0.00058072,1.336472237
56784,5,6784,patient risk,2,0.005309217,0.00116144,1.336472237
56785,5,6785,patient severe,2,0.006195669,0.00116144,1.559615788
56789,5,6789,patient treated,3,0.009293503,0.00174216,1.559615788
56791,5,6791,patient type,34,0.077943874,0.019744483,1.15415068
56802,5,6802,pb,1,0.003097834,0.00058072,1.559615788
56803,5,6803,pb et,1,0.003097834,0.00058072,1.559615788
56818,5,6818,pcna,1,0.003669252,0.00058072,1.84729786
56819,5,6819,pcna guideline,1,0.003669252,0.00058072,1.84729786
56824,5,6824,pdf,1,0.002654609,0.00058072,1.336472237
56825,5,6825,pdr,5,0.022373095,0.0029036,2.252762968
56826,5,6826,pe,1,0.002654609,0.00058072,1.336472237
56852,5,6852,people diabetes,6,0.022015509,0.003484321,1.84729786
56858,5,6858,peptic,1,0.003097834,0.00058072,1.559615788
56859,5,6859,peptic ulcer,1,0.003097834,0.00058072,1.559615788
56860,5,6860,peptide,2,0.006195669,0.00116144,1.559615788
56892,5,6892,performed using,1,0.002654609,0.00058072,1.336472237
56894,5,6894,perfusion,1,0.002654609,0.00058072,1.336472237
56898,5,6898,peripheral,20,0.053092173,0.011614402,1.336472237
56899,5,6899,peripheral arterial,3,0.007963826,0.00174216,1.336472237
56901,5,6901,peripheral neuropathy,8,0.035796952,0.004645761,2.252762968
56902,5,6902,peripheral vascular,1,0.002654609,0.00058072,1.336472237
56903,5,6903,perkovic,8,0.029354013,0.004645761,1.84729786
56908,5,6908,persistent,3,0.009293503,0.00174216,1.559615788
56909,5,6909,persistently,1,0.003097834,0.00058072,1.559615788
